"","nb.calls","intercall.dur","dom.freq","whine.dur","pulse.rate","nb.pulse","id","year","time","date","male.rep","color","temp","plant.rep","site","sp","treat","pl.rep","daysintreat","loc","location","hour","minutes","circ.time","cos","sin","plants","sp.on.pl","aggregation","molt","age"
"EbLentWi_het-BOG-A-HF-01W_180719-0105pm.txt",3,6.291585,276.132911975037,0.749782999999994,17.9158813538672,5,"_180719-0105p",2018,"01:05:00 PM","19/07/18",1,"W",23.2,"A","BOG-FST","HF","hete","A BOG-FST 2018",14,"FST","symp",13,5,3.42520865703887,-0.960049854385929,-0.279829014030992,"2018 hete HF BOG-FST A","LF-HF","2018 LF-HF BOG-FST A",NA,NA
"EbLentWi_het-BOG-A-LF-02R_180807-1115am.txt",4,3.16049799999999,165.965921664101,1.102228,15.6302915049365,3,"_180807-1115a",2018,"11:15:00 AM","07/08/18",2,"R",23,"A","BOG","LF","hete","A BOG 2018",14,"BOG","allo",11,15,2.94524311274043,-0.98078528040323,0.195090322016128,"2018 hete LF BOG A","LF-HF","2018 LF-HF BOG A","2018-06-28",40
"EbLentWi_het-BOG-B-HF-01R_180731-1120am.txt",6,2.873312,269.719491728521,0.770109000000005,16.8163320216593,5,"_180731-1120a",2018,"11:20:00 AM","31/07/18",1,"R",23.3,"B","BOG-FST","HF","hete","B BOG-FST 2018",14,"FST","symp",11,20,2.96705972839036,-0.984807753012208,0.17364817766693,"2018 hete HF BOG-FST B","LF-HF","2018 LF-HF BOG-FST B",NA,NA
"EbLentWi_het-BOG-B-HF-02R_180731-1125am.txt",5,2.516387,294.011956486227,0.734365,19.7261030590255,4,"_180731-1125a",2018,"11:25:00 AM","31/07/18",2,"R",23.4,"B","BOG-FST","HF","hete","B BOG-FST 2018",14,"FST","symp",11,25,2.98887634404029,-0.988361510467761,0.152123386189917,"2018 hete HF BOG-FST B","LF-HF","2018 LF-HF BOG-FST B",NA,NA
"EbLentWi_het-BOG-B-HF-03R_180807-1100am.txt",7,2.559454,281.021669893195,0.820020999999997,18.3344945179857,4,"_180807-1100a",2018,"11:00:00 AM","07/08/18",3,"R",23,"B","BOG-FST","HF","hete","B BOG-FST 2018",14,"FST","symp",11,0,2.87979326579064,-0.965925826289068,0.258819045102521,"2018 hete HF BOG-FST B","LF-HF","2018 LF-HF BOG-FST B",NA,NA
"EbLentWi_het-FST-B-HF-04W_180809-0955am.txt",4,3.07012999999998,276.642178710841,0.806646000000001,17.5411669261293,4,"_180809-0955a",2018,"09:55:00 AM","09/08/18",4,"W",22.6,"B","FST-FST","HF","hete","B FST-FST 2018",14,"FST","symp",9,55,2.59617726234156,-0.854911870672946,0.518773258160522,"2018 hete HF FST-FST B","LF-HF","2018 LF-HF FST-FST B",NA,NA
"EbLentWi_het-FST-B-LF-01R_180713-0340pm.txt",8,2.57222299999999,171.298058621978,0.989424999999997,15.529927723716,5,"_180713-0340p",2018,"03:40:00 PM","13/07/18",1,"R",23.1,"B","FST","LF","hete","B FST 2018",14,"FST","symp",15,40,4.10152374218667,-0.573576436351046,-0.819152044288992,"2018 hete LF FST B","LF-HF","2018 LF-HF FST B","2018-06-21",22
"EbLentWi_het-FST-B-LF-02R_180731-1000am.txt",4,3.62143399999999,166.42935074059,0.875422999999998,15.5836667588706,4,"_180731-1000a",2018,"10:00:00 AM","31/07/18",2,"R",23,"B","FST","LF","hete","B FST 2018",14,"FST","symp",10,0,2.61799387799149,-0.866025403784439,0.5,"2018 hete LF FST B","LF-HF","2018 LF-HF FST B","2018-06-21",40
"EbLentWi_het-FST-B-LF-03R_180805-0925am.txt",8,2.57744300000002,171.457964222427,0.984544,17.1010329023876,4,"_180805-0925a",2018,"09:25:00 AM","05/08/18",3,"R",23.4,"B","FST","LF","hete","B FST 2018",14,"FST","symp",9,25,2.46527756844199,-0.779884483092882,0.625923472184059,"2018 hete LF FST B","LF-HF","2018 LF-HF FST B","2018-06-21",45
"EbLentWi_het-FST-C-HF-04W_180805-1000am.txt",6,2.39336,279.633369582118,0.763981999999999,17.5030192708241,4,"_180805-1000a",2018,"10:00:00 AM","05/08/18",4,"W",23.4,"C","FST-FST","HF","hete","C FST-FST 2018",14,"FST","symp",10,0,2.61799387799149,-0.866025403784439,0.5,"2018 hete HF FST-FST C","LF-HF","2018 LF-HF FST-FST C",NA,NA
"EbLentWi_het-FST-C-LF-01R_180717-0240pm.txt",5,3.091802,177.865612648211,0.810470000000002,16.1368404066482,4,"_180717-0240p",2018,"02:40:00 PM","17/07/18",1,"R",23,"C","FST","LF","hete","C FST 2018",14,"FST","symp",14,40,3.83972435438752,-0.766044443118978,-0.642787609686539,"2018 hete LF FST C","LF-HF","2018 LF-HF FST C","2018-06-25",22
"EbLentWi_het-FST-C-LF-02R_180724-1110am.txt",11,3.941075,173.795500627587,0.733204999999998,16.562941247107,4,"_180724-1110a",2018,"11:10:00 AM","24/07/18",2,"R",23.2,"C","FST","LF","hete","C FST 2018",14,"FST","symp",11,10,2.9234264970905,-0.976296007119933,0.216439613938103,"2018 hete LF FST C","LF-HF","2018 LF-HF FST C","2018-06-25",29
"EbLentWi_het-FST-C-LF-03R_180726-0340pm.txt",2,2.48138,165.092176465251,1.01294299999998,16.7009035188803,3,"_180726-0340p",2018,"03:40:00 PM","26/07/18",3,"R",23.1,"C","FST","LF","hete","C FST 2018",14,"FST","symp",15,40,4.10152374218667,-0.573576436351046,-0.819152044288992,"2018 hete LF FST C","LF-HF","2018 LF-HF FST C","2018-06-25",31
"EbLentWi_het-FST-D-HF-03R_180724-1010am.txt",5,2.427397,274.273176083378,0.637402,20.9516227031782,4,"_180724-1010a",2018,"10:15:00 AM","24/07/18",3,"R",22.8,"D","FST-FST","HF","hete","D FST-FST 2018",14,"FST","symp",10,15,2.68344372494128,-0.896872741532688,0.442288690219002,"2018 hete HF FST-FST D","LF-HF","2018 LF-HF FST-FST D",NA,NA
"EbLentWi_het-FST-D-LF-01W_180717-1240pm.txt",7,3.136897,164.578952180673,1.02449600000001,16.3927707880823,4,"_180717-1240p",2018,"12:40:00 PM","17/07/18",1,"W",23.1,"D","FST","LF","hete","D FST 2018",14,"FST","symp",12,40,3.31612557878923,-0.984807753012208,-0.17364817766693,"2018 hete LF FST D","LF-HF","2018 LF-HF FST D","2018-06-21",26
"EbLentWi_het-FST-D-LF-02W_180717-0120pm.txt",8,3.590049,173.560890945908,0.812567000000001,19.9102710451564,3,"_180717-0120p",2018,"01:20:00 PM","17/07/18",2,"W",23.2,"D","FST","LF","hete","D FST 2018",14,"FST","symp",13,20,3.49065850398866,-0.939692620785908,-0.342020143325669,"2018 hete LF FST D","LF-HF","2018 LF-HF FST D","2018-06-21",26
"EbLentWi_het-FST-D-LF-04W_180724-1025am.txt",3,2.97325500000001,168.309240177296,1.003343,15.1060824641045,4,"_180724-1025a",2018,"10:25:00 AM","24/07/18",4,"W",23,"D","FST","LF","hete","D FST 2018",14,"FST","symp",10,25,2.72707695624114,-0.915311479119447,0.402746689858737,"2018 hete LF FST D","LF-HF","2018 LF-HF FST D","2018-06-21",33
"EbLentWi_het-FST-D-LF-05W_180724-1030am.txt",7,3.383882,166.103759481761,0.806160999999999,18.3806635419539,4,"_180724-1030a",2018,"10:30:00 AM","24/07/18",5,"W",23.1,"D","FST","LF","hete","D FST 2018",14,"FST","symp",10,30,2.74889357189107,-0.923879532511287,0.38268343236509,"2018 hete LF FST D","LF-HF","2018 LF-HF FST D","2018-06-21",33
"EbLentWi_het-OLT-A-HF-01R_180716-0215pm.txt",6,4.02736899999999,294.772697497767,0.721256999999994,17.8359308393947,5,"_180716-0215p",2018,"02:15:00 PM","16/07/18",1,"R",22.7,"A","OLT-FST","HF","hete","A OLT-FST 2018",14,"FST","symp",14,15,3.73064127613788,-0.831469612302545,-0.555570233019602,"2018 hete HF OLT-FST A","LF-HF","2018 LF-HF OLT-FST A",NA,NA
"EbLentWi_het-OLT-A-HF-02R_180805-1015am.txt",6,2.79363600000001,299.950008332059,0.677164000000005,19.1889778511231,4,"_180805-1015a",2018,"10:15:00 AM","05/08/18",2,"R",23.4,"A","OLT-FST","HF","hete","A OLT-FST 2018",14,"FST","symp",10,15,2.68344372494128,-0.896872741532688,0.442288690219002,"2018 hete HF OLT-FST A","LF-HF","2018 LF-HF OLT-FST A",NA,NA
"EbLentWi_het-OLT-B-LF-01R_180716-0320pm.txt",6,2.91547599999998,170.032684060377,0.724270999999987,15.2423921410234,6,"_180716-0320p",2018,"03:20:00 PM","16/07/18",1,"R",22.9,"B","OLT","LF","hete","B OLT 2018",14,"OLT","allo",15,20,4.01425727958696,-0.64278760968654,-0.766044443118978,"2018 hete LF OLT B","LF-HF","2018 LF-HF OLT B","2018-06-27",19
"EbLentWi_het-OLT-B-LF-02R_180716-0340pm.txt",5,3.03839099999999,167.370241571116,1.02670499999999,15.4550428259235,5,"_180716-0340p",2018,"03:40:00 PM","16/07/18",2,"R",23.1,"B","OLT","LF","hete","B OLT 2018",14,"OLT","allo",15,40,4.10152374218667,-0.573576436351046,-0.819152044288992,"2018 hete LF OLT B","LF-HF","2018 LF-HF OLT B","2018-06-27",19
"EbLentWi_het-OLT-B-LF-03R_180723-1220pm.txt",4,3.737021,172.321360189985,0.895451000000008,15.8538905447391,4,"_180723-1220p",2018,"12:20:00 PM","23/07/18",3,"R",23,"B","OLT","LF","hete","B OLT 2018",14,"OLT","allo",12,20,3.22885911618951,-0.996194698091746,-0.0871557427476579,"2018 hete LF OLT B","LF-HF","2018 LF-HF OLT B","2018-06-27",26
"EbLentWi_het-OLT-B-LF-04R_180731-1040am.txt",5,3.68998499999999,165.968982241327,0.908433000000002,15.343777331103,4,"_180731-1040a",2018,"10:40:00 AM","31/07/18",4,"R",23.1,"B","OLT","LF","hete","B OLT 2018",14,"OLT","allo",10,40,2.79252680319093,-0.939692620785908,0.342020143325669,"2018 hete LF OLT B","LF-HF","2018 LF-HF OLT B","2018-06-27",34
"EbLentWi_het-OLT-D-LF-02R_180726-0405pm.txt",5,2.91471100000001,169.923534409515,0.997014000000007,15.0492713142826,5,"_180726-0405p",2018,"04:05:00 PM","26/07/18",2,"R",23,"D","OLT","LF","hete","D OLT 2018",14,"OLT","allo",16,5,4.21060682043632,-0.480988768919389,-0.876726755707507,"2018 hete LF OLT D","LF-HF","2018 LF-HF OLT D","2018-06-29",27
"EbLentWi_het-OLT-D-LF-03R_180802-0950pm.txt",7,3.17286,164.94391906752,1.03457800000001,15.6615231614359,4,"_180802-0950p",2018,"09:50:00 AM","02/08/18",3,"R",23,"D","OLT","LF","hete","D OLT 2018",14,"OLT","allo",9,50,2.57436064669164,-0.843391445812886,0.537299608346824,"2018 hete LF OLT D","LF-HF","2018 LF-HF OLT D","2018-06-29",34
"EbLentWI_hete-BOG-FST_A_HF_01W_200819_1245pm.txt",5,2.069503,288.943110312043,0.691966000000008,20.7096792899065,5,"_200819_1245p",2020,"12:45:00 PM","19/08/20",1,"W",26,"A","BOG-FST","HF","hete","A BOG-FST 2020",6,"FST","symp",12,45,3.33794219443915,-0.980785280403231,-0.195090322016128,"2020 hete HF BOG-FST A","LF-HF","2020 LF-HF BOG-FST A",NA,NA
"EbLentWI_hete-BOG-FST_A_HF_02W_200822_1044am.txt",6,2.40875399999993,317.830278631037,0.41129699999999,28.9064683040516,3,"_200822_1044a",2020,"10:44:00 AM","22/08/20",2,"W",26.5,"A","BOG-FST","HF","hete","A BOG-FST 2020",6,"FST","symp",10,44,2.80998009571087,-0.945518575599317,0.325568154457157,"2020 hete HF BOG-FST A","LF-HF","2020 LF-HF BOG-FST A",NA,NA
"EbLentWi_hete-BOG-FST_A_LF_01W_190807_0109pm.txt",7,1.911844,180.715633910286,0.791028000000011,29.1953754525325,2,"_190807_0109p",2019,"01:09:00 PM","07/08/19",1,"W",24.1,"A","BOG-FST","LF","hete","A BOG-FST 2019",20,"BOG","allo",13,9,3.44266194955881,-0.955019944457187,-0.296541574975571,"2019 hete LF BOG-FST A","LF-HF","2019 LF-HF BOG-FST A",NA,NA
"EbLentWi_hete-BOG-FST_A_LF_02W_190807_0116pm.txt",4,3.551061,177.490287337069,0.694127000000002,18.2627553932198,4,"_190807_0116p",2019,"01:14:00 PM","07/08/19",2,"W",24.1,"A","BOG-FST","LF","hete","A BOG-FST 2019",20,"BOG","allo",13,14,3.46447856520874,-0.948323655206199,-0.317304656405092,"2019 hete LF BOG-FST A","LF-HF","2019 LF-HF BOG-FST A",NA,NA
"EbLentWi_hete-BOG-FST_B_LF_01R_190807_0207pm.txt",7,2.599712,180.064823336401,0.719108000000006,17.9253873676206,5,"_190807_0207p",2019,"02:05:00 PM","07/08/19",1,"R",24.1,"B","BOG-FST","LF","hete","B BOG-FST 2019",20,"BOG","allo",14,5,3.68700804483802,-0.854911870672946,-0.518773258160522,"2019 hete LF BOG-FST B","LF-HF","2019 LF-HF BOG-FST B",NA,NA
"EbLentWi_hete-BOG-FST_B_LF_02R_190808_1139am.txt",4,2.679647,180.37156542477,0.820021000000004,17.270411467553,4,"_190808_1139a",2019,"11:39:00 AM","08/08/19",2,"R",25,"B","BOG-FST","LF","hete","B BOG-FST 2019",20,"BOG","allo",11,39,3.04996286786009,-0.995804927574662,0.0915016186634026,"2019 hete LF BOG-FST B","LF-HF","2019 LF-HF BOG-FST B",NA,NA
"EbLentWi_hete-BOG-FST_B_LF_03R_190809_1058am.txt",4,3.410538,172.665183025073,0.90001500000001,16.1099601439586,5,"_190809_1058a",2019,"10:58:00 AM","09/08/19",3,"R",24,"B","BOG-FST","LF","hete","B BOG-FST 2019",20,"BOG","allo",10,58,2.87106661953067,-0.963630453208623,0.267238376078257,"2019 hete LF BOG-FST B","LF-HF","2019 LF-HF BOG-FST B",NA,NA
"EbLentWI_hete-FGC-FST_A_HF_01W_200815_0838am.txt",5,2.76567999999997,308.928019771376,0.602755999999999,20.7465651468173,4,"_200815_0838a",2020," 8:38:00 AM","15/08/20",1,"W",24.5,"A","FGC-FST","HF","hete","A FGC-FST 2020",6,"FST","symp",8,38,2.26020138133266,-0.636078220277764,0.77162458338772,"2020 hete HF FGC-FST A","LF-HF","2020 LF-HF FGC-FST A",NA,NA
"EbLentWi_hete-FGC-FST_A_LF_01R_190808_0300pm.txt",4,3.06112,197.836982326581,0.558689000000001,22.404277723426,3,"_190808_0300p",2019,"02:54:00 PM","08/08/19",1,"R",24.6,"A","FGC-FST","LF","hete","A FGC-FST 2019",20,"FGC","symp",14,54,3.90081087820733,-0.725374371012288,-0.688354575693754,"2019 hete LF FGC-FST A","LF-HF","2019 LF-HF FGC-FST A",NA,NA
"EbLentWi_hete-FGC-FST_B_HF_01R_190820_1105am.txt",4,3.10826299999999,282.707711638126,0.687990999999997,17.0951275467461,5,"_190820_1105a",2019,"11:05:00 AM","20/08/19",1,"R",23.4,"B","FGC-FST","HF","hete","B FGC-FST 2019",20,"FST","symp",11,5,2.90160988144057,-0.971342069813261,0.237685892326173,"2019 hete HF FGC-FST B","LF-HF","2019 LF-HF FGC-FST B",NA,NA
"EbLentWi_hete-FGC-FST_B_LF_01W_190815_0936am.txt",5,2.977498,165.489849955873,0.894918999999987,14.733268899837,5,"_190815_0936a",2019,"09:36:00 AM","15/08/19",1,"W",23.5,"B","FGC-FST","LF","hete","B FGC-FST 2019",20,"FGC","symp",9,36,2.51327412287183,-0.809016994374947,0.587785252292473,"2019 hete LF FGC-FST B","LF-HF","2019 LF-HF FGC-FST B",NA,NA
"EbLentWI_hete-FST-FGC_B_HF_01W_200822_1025am.txt",5,2.59283400000004,317.908866125949,0.63493399999993,23.951330895634,3,"_200822_1025a",2020,"10:25:00 AM","22/08/20",1,"W",26,"B","FST-FGC","HF","hete","B FST-FGC 2020",6,"FGC","symp",10,25,2.72707695624114,-0.915311479119447,0.402746689858737,"2020 hete HF FST-FGC B","LF-HF","2020 LF-HF FST-FGC B",NA,NA
"EbLentWI_hete-FST-FGC_B_LF_01R_200803_1035am.txt",4,2.831973,186.077284098666,0.926622000000002,16.7712634463607,5,"_200803_1035a",2020,"10:35:00 AM","03/08/20",1,"R",23.2,"B","FST-FGC","LF","hete","B FST-FGC 2020",6,"FST","symp",10,35,2.770710187541,-0.932007869282799,0.362438038283701,"2020 hete LF FST-FGC B","LF-HF","2020 LF-HF FST-FGC B",NA,NA
"EbLentWI_hete-PVN-FGC_B_LF_01W_200803_1211pm.txt",3,2.695915,158.091658030177,1.032012,16.2425730834576,5,"_200803_1211p",2020,"12:11:00 PM","03/08/20",1,"W",23.1,"B","PVN-FGC","LF","hete","B PVN-FGC 2020",6,"PVN","allo",12,11,3.18958920801964,-0.998848386484951,-0.0479781285213439,"2020 hete LF PVN-FGC B","LF-HF","2020 LF-HF PVN-FGC B",NA,NA
"EbLentWI_hete-PVN-FST_A_HF_01R_200804_0221pm.txt",5,4.612396,287.935502447484,0.629367000000002,17.4683931261872,4,"_200804_0221p",2020," 2:21:00 PM","04/08/20",1,"R",23.3,"A","PVN-FST","HF","hete","A PVN-FST 2020",6,"FST","symp",14,21,3.75682121491779,-0.816641555161679,-0.577145190037234,"2020 hete HF PVN-FST A","LF-HF","2020 LF-HF PVN-FST A",NA,NA
"EbLentWI_hete-PVN-FST_A_HF_02R_200814_1022am.txt",7,1.87012,308.398725285272,0.567186,20.8916558726443,5,"_200814_1022a",2020,"10:22:00 AM","14/08/20",2,"R",25.5,"A","PVN-FST","HF","hete","A PVN-FST 2020",6,"FST","symp",10,22,2.71398698685118,-0.909961270876543,0.414693242656239,"2020 hete HF PVN-FST A","LF-HF","2020 LF-HF PVN-FST A",NA,NA
"EbLentWI_hete-PVN-FST_A_HF_03R_200814_1033am.txt",9,1.79648500000002,324.04406999326,0.480995000000007,20.5611127674236,6,"_200814_1033a",2020,"10:33:00 AM","14/08/20",3,"R",26,"A","PVN-FST","HF","hete","A PVN-FST 2020",6,"FST","symp",10,33,2.76198354128103,-0.928809552871924,0.370557437509836,"2020 hete HF PVN-FST A","LF-HF","2020 LF-HF PVN-FST A",NA,NA
"EbLentWI_hete-PVN-FST_A_HF_04R_200824_1044am.txt",5,2.50032199999998,304.826418289223,0.663385999999946,19.8566350946057,3,"_200824_1044a",2020,"10:44:00 AM","24/08/20",4,"R",26,"A","PVN-FST","HF","hete","A PVN-FST 2020",6,"FST","symp",10,44,2.80998009571087,-0.945518575599317,0.325568154457157,"2020 hete HF PVN-FST A","LF-HF","2020 LF-HF PVN-FST A",NA,NA
"EbLentWI_hete-PVN-FST_B_HF_01W_200810_1051am.txt",4,4.29032899999993,298.161338412387,0.63781999999992,20.4168091589915,4,"_200810_1051a",2020,"10:51:00 AM","10/08/20",1,"W",25.3,"B","PVN-FST","HF","hete","B PVN-FST 2020",6,"FST","symp",10,51,2.84052335762077,-0.955019944457187,0.296541574975571,"2020 hete HF PVN-FST B","LF-HF","2020 LF-HF PVN-FST B",NA,NA
"EbLentWI_hete-PVN-FST_C_HF_01R_200804_1049am.txt",5,3.731876,286.779466590404,0.835264999999993,17.2701132055915,4,"_200804_1049a",2020,"10:49:00 AM","04/08/20",1,"R",22.7,"C","PVN-FST","HF","hete","C PVN-FST 2020",6,"FST","symp",10,49,2.8317967113608,-0.952395799643278,0.304864299028011,"2020 hete HF PVN-FST C","LF-HF","2020 LF-HF PVN-FST C",NA,NA
"EbLentWI_hete-PVN-FST_C_HF_02R_200813_0155pm.txt",6,2.10468,324.511430013591,0.588632000000004,22.6649441309121,5,"_200813_0155p",2020," 1:55:00 PM","13/08/20",2,"R",27,"C","PVN-FST","HF","hete","C PVN-FST 2020",6,"FST","symp",13,55,3.64337481353816,-0.876726755707508,-0.480988768919387,"2020 hete HF PVN-FST C","LF-HF","2020 LF-HF PVN-FST C",NA,NA
"EbLentWI_hete-PVN-FST_C_LF_01W_200824_1015am.txt",3,2.666201,179.974803527529,0.708528000000001,18.5212624092455,4,"_200824_1015a",2020,"10:15:00 AM","24/08/20",1,"W",25.5,"C","PVN-FST","LF","hete","C PVN-FST 2020",6,"PVN","allo",10,15,2.68344372494128,-0.896872741532688,0.442288690219002,"2020 hete LF PVN-FST C","LF-HF","2020 LF-HF PVN-FST C",NA,NA
"EbLentWI_hete-PVN-FST_E_LF_01R_200804_1206pm.txt",7,3.105986,183.392766174222,1.015358,17.5339391309302,4,"_200804_1206p",2020,"12:06:00 PM","04/08/20",1,"R",23.3,"E","PVN-FST","LF","hete","E PVN-FST 2020",6,"PVN","allo",12,6,3.16777259236971,-0.999657324975557,-0.0261769483078732,"2020 hete LF PVN-FST E","LF-HF","2020 LF-HF PVN-FST E",NA,NA
"EbLentWI_hete-PVN-FST_E_LF_02R_200804_1219pm.txt",5,3.32226700000001,165.77638607467,0.742654000000016,15.9445385172196,5,"_200804_1219p",2020,"12:19:00 PM","04/08/20",2,"R",23.4,"E","PVN-FST","LF","hete","E PVN-FST 2020",6,"PVN","allo",12,19,3.22449579305952,-0.996565502497761,-0.0828082075122039,"2020 hete LF PVN-FST E","LF-HF","2020 LF-HF PVN-FST E",NA,NA
"EbLentWI_hete-PVN-FST_E_LF_03R_200804_1237pm.txt",4,4.084868,175.121125445096,0.747883999999999,16.4282381700257,5,"_200804_1237p",2020,"12:37:00 PM","04/08/20",3,"R",23.5,"E","PVN-FST","LF","hete","E PVN-FST 2020",6,"PVN","allo",12,37,3.30303560939927,-0.986996366560232,-0.160742565603826,"2020 hete LF PVN-FST E","LF-HF","2020 LF-HF PVN-FST E",NA,NA
"EbLentWI_hete-PVN-FST_E_LF_04R_200814_1106am.txt",4,6.67475800000003,180.509035480061,0.78400000000002,20.5774724690561,6,"_200814_1106a",2020,"11:06:00 AM","14/08/20",4,"R",27,"E","PVN-FST","LF","hete","E PVN-FST 2020",6,"PVN","allo",11,6,2.90597320457056,-0.972369920397677,0.233445363855906,"2020 hete LF PVN-FST E","LF-HF","2020 LF-HF PVN-FST E",NA,NA
"EbLentWi_hom-BOG-A-LF-01R_180805-0955am.txt",4,3.83471100000001,165.471594043029,0.965988000000003,16.4570450552751,4,"_180805-0955a",2018,"09:55:00 AM","05/08/18",1,"R",23.4,"A","BOG","LF","homo","A BOG 2018",14,"BOG","allo",9,55,2.59617726234156,-0.854911870672946,0.518773258160522,"2018 homo LF BOG A","LF","2018 LF BOG A","2018-06-25",41
"EbLentWi_hom-BOG-B-LF-01W_180731-1145am.txt",3,3.43794599999998,172.714886104123,0.693359999999984,15.4622437777349,6,"_180731-1145a",2018,"11:45:00 AM","31/07/18",1,"W",22.8,"B","BOG","LF","homo","B BOG 2018",14,"BOG","allo",11,45,3.07614280664001,-0.997858923238603,0.0654031292301431,"2018 homo LF BOG B","LF","2018 LF BOG B","2018-06-25",36
"EbLentWi_hom-BOG-C-LF-01W_180711-0245pm.txt",9,4.174959,172.384071711758,0.805222000000001,15.8527595691216,4,"_180711-0245p",2018,"02:45:00 PM","11/07/18",1,"W",22.9,"C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",14,45,3.86154097003745,-0.751839807478977,-0.659345815100069,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-26",15
"EbLentWi_hom-BOG-C-LF-02W_180713-0150pm.txt",4,2.771428,158.590308370041,0.914285,15.7784951733583,5,"_180713-0150p",2018,"01:50:00 PM","13/07/18",2,"W",22.7,"C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",13,50,3.62155819788823,-0.887010833178222,-0.461748613235034,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-26",17
"EbLentWi_hom-BOG-C-LF-03W_180713-0155pm.txt",5,3.025158,180.915432086357,0.691582,19.3422350597355,3,"_180713-0155p",2018,"01:55:00 PM","13/07/18",3,"W",23,"C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",13,55,3.64337481353816,-0.876726755707508,-0.480988768919387,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-26",17
"EbLentWi_hom-BOG-C-LF-04W_180713-0210pm.txt",5,3.340202,182.219432690166,0.463765000000002,18.6066416407333,4,"_180713-0210p",2018,"02:10:00 PM","13/07/18",4,"W",23,"C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",14,10,3.70882466048795,-0.843391445812886,-0.537299608346824,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-26",17
"EbLentWi_hom-BOG-C-LF-05R_180713-0225pm.txt",3,3.207699,174.283501161893,0.746207000000002,16.9707254985152,4,"_180713-0225p",2018,"02:25:00 PM","13/07/18",5,"R",23,"C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",14,25,3.77427450743774,-0.806444604267483,-0.591309648363582,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-26",17
"EbLentWi_hom-BOG-C-LF-06W_180713-0230pm.txt",4,3.936201,168.747890651368,0.833421999999999,16.6026771816957,4,"_180713-0230p",2018,"02:30:00 PM","13/07/18",6,"W",23.1,"C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",14,30,3.79609112308767,-0.793353340291235,-0.608761429008721,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-26",17
"EbLentWi_hom-FST-A-HF-01R_180719-0300pm.txt",2,3.03399499999999,287.576687116587,0.685692999999986,17.2149632460531,5,"_180719-0300p",2018,"03:00:00 PM","19/07/18",1,"R",23,"A","FST","HF","homo","A FST 2018",14,"FST","symp",15,0,3.92699081698724,-0.707106781186548,-0.707106781186547,"2018 homo HF FST A","HF","2018 HF FST A","2018-07-01",18
"EbLentWi_hom-FST-A-HF-02W_180719-0340pm.txt",4,3.33149900000001,277.520814061011,0.713605999999999,18.618853451004,4,"_180719-0340p",2018,"03:40:00 PM","19/07/18",2,"W",23,"A","FST","HF","homo","A FST 2018",14,"FST","symp",15,40,4.10152374218667,-0.573576436351046,-0.819152044288992,"2018 homo HF FST A","HF","2018 HF FST A","2018-07-01",18
"EbLentWi_hom-FST-A-HF-04W_180807-0950am.txt",5,3.09058800000001,270.660411403904,0.788381000000001,20.5977466065197,3,"_180807-0950a",2018,"09:55:00 AM","07/08/18",4,"W",22.4,"A","FST","HF","homo","A FST 2018",14,"FST","symp",9,55,2.59617726234156,-0.854911870672946,0.518773258160522,"2018 homo HF FST A","HF","2018 HF FST A","2018-07-01",37
"EbLentWi_hom-FST-A-HF-05R_180809-1010am.txt",4,2.422292,281.760691252763,0.664269999999988,17.9726815240844,4,"_180809-1010a",2018,"10:10:00 AM","09/08/18",5,"R",23.1,"A","FST","HF","homo","A FST 2018",14,"FST","symp",10,10,2.66162710929135,-0.887010833178222,0.461748613235034,"2018 homo HF FST A","HF","2018 HF FST A","2018-07-01",39
"EbLentWi_hom-FST-A-HF-06W_180809-1015am.txt",7,2.54031699999999,280.531138956401,0.78248099999999,18.0909686266431,5,"_180809-1015a",2018,"10:15:00 AM","09/08/18",6,"W",23.4,"A","FST","HF","homo","A FST 2018",14,"FST","symp",10,15,2.68344372494128,-0.896872741532688,0.442288690219002,"2018 homo HF FST A","HF","2018 HF FST A","2018-07-01",39
"EbLentWi_hom-FST-A-HF-07W_180811-0855am.txt",4,4.34086500000001,275.061124694396,0.749790000000004,17.651004342147,5,"_180811-0855a",2018,"08:55:00 AM","11/08/18",7,"W",23.2,"A","FST","HF","homo","A FST 2018",14,"FST","symp",8,55,2.33437787454242,-0.691513055782269,0.722363962059756,"2018 homo HF FST A","HF","2018 HF FST A","2018-07-01",41
"EbLentWi_hom-FST-A-LF-01W_180712-0240pm.txt",5,4.270261,155.73089700995,0.916389000000009,16.5023309542473,4,"_180712-0240p",2018,"02:40:00 PM","12/07/18",1,"W",23.1,"A","FST","LF","homo","A FST 2018",14,"FST","symp",14,40,3.83972435438752,-0.766044443118978,-0.642787609686539,"2018 homo LF FST A","LF","2018 LF FST A","2018-06-21",21
