"","name","peak_pref","peak_height","tolerance","strength","responsiveness","smoothing","pb","year","time","date","color","temp","plant.rep","site","sp","treat","pl.rep","daysintreat","loc","location","hour","minutes","circ.time","cos","sin","plants","sp.on.pl","aggregation","molt","age"
"89","X90_LF_homo",178.948,1.483,55.114,3.425,0.278,0.005,"90","2018","04:00:00 PM","12/08/18","W","22.8","C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",16,0,4.18879020478639,-0.5,-0.866025403784438,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-23",50
"90","X91_LF_homo",183.079,1.299,74.528,2.16,0.333,0.02015132,"91","2018","04:15:00 PM","12/08/18","R","22.9","C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",16,15,4.25424005173618,-0.442288690219001,-0.896872741532688,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-23",50
"91","X92_LF_homo",173.049,1.87,52.615,3.684,0.333,0.005,"92","2018","04:20:00 PM","12/08/18","W","23.1","C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",16,20,4.27605666738611,-0.4226182617407,-0.90630778703665,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-23",50
"92","X93_LF_homo",176.347,2.441,59.296,1.777,0.611,0.005,"93","2018","04:35:00 PM","12/08/18","W","22.8","C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",16,35,4.34150651433589,-0.362438038283702,-0.932007869282798,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-23",50
"93","X94_LF_hete",158.157,1.9,76.211,1.517,0.556,0.01735497,"94","2018","04:55:00 PM","12/08/18","W","22.6","B","BOG","LF","hete","B BOG 2018",14,"BOG","allo",16,55,4.42877297693561,-0.279829014030992,-0.960049854385929,"2018 hete LF BOG B","LF-HF","2018 LF-HF BOG B","2018-06-25",48
"94","X95_HF_hete",304.085,2.135,73.287,1.595,0.611,0.01472007,"95","2018","05:15:00 PM","12/08/18","R","22.9","B","BOG-FST","HF","hete","B BOG-FST 2018",14,"FST","symp",17,15,4.51603943953533,-0.195090322016129,-0.98078528040323,"2018 hete HF BOG-FST B","LF-HF","2018 LF-HF BOG-FST B",NA,NA
"95","X96_LF_hete",174.443,3.609,62.866,2.313,0.833,0.005,"96","2018","05:25:00 PM","12/08/18","W","22.7","B","BOG","LF","hete","B BOG 2018",14,"BOG","allo",17,25,4.55967267083519,-0.152123386189916,-0.988361510467761,"2018 hete LF BOG B","LF-HF","2018 LF-HF BOG B","2018-06-25",48
"96","X97_LF_hete",173.049,1.87,52.615,3.684,0.333,0.005,"97","2018","05:40:00 PM","12/08/18","W","22.9","B","BOG","LF","hete","B BOG 2018",14,"BOG","allo",17,40,4.62512251778497,-0.0871557427476582,-0.996194698091746,"2018 hete LF BOG B","LF-HF","2018 LF-HF BOG B","2018-06-25",48
"97","X98_LF_hete",171.162,2.173,52.819,3.667,0.389,0.005,"98","2018","06:10:00 PM","12/08/18","R","22.5","A","BOG","LF","hete","A BOG 2018",14,"BOG","allo",18,10,4.75602221168455,0.0436193873653358,-0.999048221581858,"2018 hete LF BOG A","LF-HF","2018 LF-HF BOG A","2018-06-26",47
"98","X99_LF_hete",179.56,0.794,78.336,1.812,0.222,0.05,"99","2018","06:25:00 PM","12/08/18","W","22.6","A","OLT","LF","hete","A OLT 2018",14,"OLT","allo",18,25,4.82147205863434,0.108866874851965,-0.99405633822232,"2018 hete LF OLT A","LF-HF","2018 LF-HF OLT A","2018-06-27",46
"99","X100_LF_hete",176.721,2.592,56.372,3.275,0.5,0.005,"100","2018","04:35:00 PM","13/08/18","R","22.5","D","OLT","LF","hete","D OLT 2018",14,"OLT","allo",16,35,4.34150651433589,-0.362438038283702,-0.932007869282798,"2018 hete LF OLT D","LF-HF","2018 LF-HF OLT D","2018-06-28",46
"100","X101_HF_homo",285.045,3.539,63.172,2.225,0.833,0.005,"101","2018","06:25:00 PM","13/08/18","R","22.1","D","FST","HF","homo","D FST 2018",14,"FST","symp",18,25,4.82147205863434,0.108866874851965,-0.99405633822232,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",46
"101","X102_HF_homo",276.766,2.804,60.418,2.588,0.611,0.005,"102","2018","06:35:00 PM","13/08/18","R","22.1","D","FST","HF","homo","D FST 2018",14,"FST","symp",18,35,4.86510528993419,0.152123386189916,-0.988361510467761,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",46
"102","X103_LF_homo",169.309,2.046,55.607,2.386,0.444,0.005,"103","2018","09:55:00 AM","14/08/18","R","22.4","C","OLT","LF","homo","C OLT 2018",14,"OLT","allo",9,55,2.59617726234156,-0.854911870672946,0.518773258160522,"2018 homo LF OLT C","LF","2018 LF OLT C","2018-06-26",49
"103","X104_LF_homo",168.272,2.176,52.955,3.687,0.389,0.005,"104","2018","10:15:00 AM","14/08/18","R","22.5","C","OLT","LF","homo","C OLT 2018",14,"OLT","allo",10,15,2.68344372494128,-0.896872741532688,0.442288690219002,"2018 homo LF OLT C","LF","2018 LF OLT C","2018-06-26",49
"104","X105_LF_hete",166.385,3.1,78.064,1.965,0.833,0.005,"105","2018","10:45:00 AM","14/08/18","R","22.7","B","FST","LF","hete","B FST 2018",14,"FST","symp",10,45,2.81434341884086,-0.946930129495106,0.321439465303162,"2018 hete LF FST B","LF-HF","2018 LF-HF FST B","2018-06-20",55
"105","X106_HF_hete",328.463,0.719,113.917,1.086,0.278,0.05,"106","2018","11:00:00 AM","14/08/18","W","22.6","B","FST-FST","HF","hete","B FST-FST 2018",14,"FST","symp",11,0,2.87979326579064,-0.965925826289068,0.258819045102521,"2018 hete HF FST-FST B","LF-HF","2018 LF-HF FST-FST B",NA,NA
"106","X107_LF_hete",179.118,3.338,58.412,3.123,0.667,0.005,"107","2018","11:50:00 AM","14/08/18","W","21.9","B","BOG","LF","hete","B BOG 2018",14,"BOG","allo",11,50,3.09795942228994,-0.999048221581858,0.0436193873653356,"2018 hete LF BOG B","LF-HF","2018 LF-HF BOG B","2018-06-25",50
"107","X108_HF_hete",278.585,1.25,100.81,1.247,0.444,0.05,"108","2018","12:55:00 PM","14/08/18","R","21.3","A","OLT-FST","HF","hete","A OLT-FST 2018",14,"FST","symp",12,55,3.38157542573901,-0.971342069813262,-0.237685892326173,"2018 hete HF OLT-FST A","LF-HF","2018 LF-HF OLT-FST A",NA,NA
"108","X109_LF_homo",166.912,2.68,54.978,3.443,0.5,0.005,"109","2018","09:25:00 AM","16/08/18","R","22.4","C","BOG","LF","homo","C BOG 2018",14,"BOG","allo",9,25,2.46527756844199,-0.779884483092882,0.625923472184059,"2018 homo LF BOG C","LF","2018 LF BOG C","2018-06-23",54
"109","X110_LF_homo",170.329,4.109,64.855,0.766,1.389,0.001,"110","2018","09:40:00 AM","16/08/18","W","22.1","D","FST","LF","homo","D FST 2018",14,"FST","symp",9,40,2.53072741539178,-0.819152044288992,0.573576436351046,"2018 homo LF FST D","LF","2018 LF FST D","2018-06-19",58
"110","X111_LF_homo",171.162,2.173,52.819,3.667,0.389,0.005,"111","2018","10:00:00 AM","16/08/18","R","22.1","D","OLT","LF","homo","D OLT 2018",14,"OLT","allo",10,0,2.61799387799149,-0.866025403784439,0.5,"2018 homo LF OLT D","LF","2018 LF OLT D","2018-07-01",46
"111","X112_LF_homo",189.556,2.394,55.522,3.526,0.444,0.005,"112","2018","10:25:00 AM","16/08/18","W","22.9","C","OLT","LF","homo","C OLT 2018",14,"OLT","allo",10,25,2.72707695624114,-0.915311479119447,0.402746689858737,"2018 homo LF OLT C","LF","2018 LF OLT C","2018-06-26",51
"112","X113_HF_hete",270.833,2.617,62.696,2.278,0.611,0.005,"113","2018","11:50:00 AM","16/08/18","W","22.3","D","OLT-FST","HF","hete","D OLT-FST 2018",14,"FST","symp",11,50,3.09795942228994,-0.999048221581858,0.0436193873653356,"2018 hete HF OLT-FST D","LF-HF","2018 LF-HF OLT-FST D",NA,NA
"113","X114_LF_homo",179.56,0.397,78.336,1.812,0.111,0.05,"114","2018","12:20:00 PM","16/08/18","R","22.2","B","BOG","LF","homo","B BOG 2018",14,"BOG","allo",12,20,3.22885911618951,-0.996194698091746,-0.0871557427476579,"2018 homo LF BOG B","LF","2018 LF BOG B","2018-06-25",52
"114","X115_LF_hete",169.683,3.81,68.102,2.46,0.889,0.005,"115","2018","12:45:00 PM","16/08/18","W","23.1","B","BOG","LF","hete","B BOG 2018",14,"BOG","allo",12,45,3.33794219443915,-0.980785280403231,-0.195090322016128,"2018 hete LF BOG B","LF-HF","2018 LF-HF BOG B","2018-06-25",52
"115","X116_HF_hete",299.665,3.294,58.378,3,0.667,0.005,"116","2018","01:00:00 PM","16/08/18","W","23.5","A","FST-FST","HF","hete","A FST-FST 2018",14,"FST","symp",13,0,3.40339204138894,-0.965925826289068,-0.258819045102521,"2018 hete HF FST-FST A","LF-HF","2018 LF-HF FST-FST A",NA,NA
"116","X117_LF_hete",164.889,1.018,63.087,1.779,0.278,0.01522379,"117","2018","02:20:00 PM","18/08/18","R","22.9","A","FST","LF","hete","A FST 2018",14,"FST","symp",14,20,3.75245789178781,-0.819152044288992,-0.573576436351046,"2018 hete LF FST A","LF-HF","2018 LF-HF FST A","2018-06-26",53
"117","X118_HF_hete",307.944,1.41,64.668,1.527,0.389,0.005661009,"118","2018","02:30:00 PM","18/08/18","W","23.2","A","FST-FST","HF","hete","A FST-FST 2018",14,"FST","symp",14,30,3.79609112308767,-0.793353340291235,-0.608761429008721,"2018 hete HF FST-FST A","LF-HF","2018 LF-HF FST-FST A",NA,NA
"118","X119_HF_homo",285.453,2.332,54.893,3.256,0.444,0.005,"119","2018","03:10:00 PM","18/08/18","R","23.5","D","FST","HF","homo","D FST 2018",14,"FST","symp",15,10,3.9706240482871,-0.67559020761566,-0.737277336810124,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",51
"119","X120_HF_homo",280.54,3.296,58.225,2.425,0.722,0.005,"120","2018","03:20:00 PM","18/08/18","W","23.4","D","FST","HF","homo","D FST 2018",14,"FST","symp",15,20,4.01425727958696,-0.64278760968654,-0.766044443118978,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",51
"120","X121_LF_homo",185.969,1.246,88.74,1.534,0.389,0.05,"121","2018","03:55:00 PM","18/08/18","R","23.2","B","BOG","LF","homo","B BOG 2018",14,"BOG","allo",15,55,4.16697358913646,-0.518773258160521,-0.854911870672947,"2018 homo LF BOG B","LF","2018 LF BOG B","2018-06-25",54
"121","X122_LF_homo",195.744,2.815,57.613,1.659,0.722,0.005,"122","2018","04:10:00 PM","18/08/18","W","23.4","D","OLT","LF","homo","D OLT 2018",14,"OLT","allo",16,10,4.23242343608625,-0.461748613235034,-0.887010833178222,"2018 homo LF OLT D","LF","2018 LF OLT D","2018-07-01",48
"122","X124_LF_homo",179.101,3.412,65.603,0.804,1.222,0.005,"124","2019","10:59:00 AM","13/08/19","R","23.4","A","FGC","LF","homo","A FGC 2019",20,"FGC","symp",10,59,2.87542994266066,-0.964787323828813,0.263031214457975,"2019 homo LF FGC A","LF","2019 LF FGC A","2019-07-12",32
"123","X125_LF_homo",186.904,1.504,55.216,3.552,0.278,0.005,"125","2019","10:52:00 AM","14/08/19","R","23.2","B","FST","LF","homo","B FST 2019",20,"FST","symp",10,52,2.84488668075076,-0.956304755963036,0.292371704722737,"2019 homo LF FST B","LF","2019 LF FST B","2019-07-09",36
"124","X126_LF_homo",171.162,2.173,52.819,3.667,0.389,0.005,"126","2019","12:28:00 PM","16/08/19","W","22.9","B","FST","LF","homo","B FST 2019",20,"FST","symp",12,28,3.2637657012294,-0.992546151641322,-0.121869343405147,"2019 homo LF FST B","LF","2019 LF FST B","2019-07-09",38
"125","X127_LF_homo",166.385,1.876,52.904,3.731,0.333,0.005,"127","2019","01:22:00 PM","16/08/19","R","23.2","B","FGC","LF","homo","B FGC 2019",20,"FGC","symp",13,22,3.49938515024863,-0.936672189248398,-0.350207381259468,"2019 homo LF FGC B","LF","2019 LF FGC B","2019-07-13",34
"126","X128_LF_homo",160.095,0.594,79.509,1.837,0.167,0.05,"128","2019","01:44:00 PM","16/08/19","W","23","B","FGC","LF","homo","B FGC 2019",20,"FGC","symp",13,44,3.59537825910832,-0.898794046299167,-0.438371146789077,"2019 homo LF FGC B","LF","2019 LF FGC B","2019-07-13",34
"128","X130_LF_hete",173.355,3.303,154.139,0.197,1.944,0.008579381,"130","2019","02:53:00 PM","16/08/19","R","23.5","B","FST-FST","LF","hete","B FST-FST 2019",20,"FST","symp",14,53,3.89644755507734,-0.7283709698824,-0.685182990326359,"2019 hete LF FST-FST B","LF-HF","2019 LF-HF FST-FST B",NA,NA
"129","X131_LF_hete",213.39,3.318,75.276,0.43,1.389,0.005,"131","2019","12:59:00 PM","19/08/19","W","23.2","A","FST-FST","LF","hete","A FST-FST 2019",20,"FST","symp",12,59,3.39902871825896,-0.967045938913943,-0.254601948205527,"2019 hete LF FST-FST A","LF-HF","2019 LF-HF FST-FST A",NA,NA
"130","X132_LF_hete",178.778,3.955,92.208,0.715,1.556,0.008984747,"132","2019","01:28:00 PM","19/08/19","W","23.3","A","FST-FST","LF","hete","A FST-FST 2019",20,"FST","symp",13,28,3.52556508902855,-0.927183854566788,-0.374606593415912,"2019 hete LF FST-FST A","LF-HF","2019 LF-HF FST-FST A",NA,NA
"131","X133_LF_hete",187.822,3.601,67.116,2.091,0.889,0.005,"133","2019","09:14:00 AM","20/08/19","R","23.4","C","FGC-FST","LF","hete","C FGC-FST 2019",20,"FGC","symp",9,14,2.41728101401215,-0.748955720789002,0.662620048215738,"2019 hete LF FGC-FST C","LF-HF","2019 LF-HF FGC-FST C",NA,NA
"132","X134_LF_hete",181.379,2.567,57.239,3.243,0.5,0.005,"134","2019","09:43:00 AM","20/08/19","R","23.4","C","FGC-FST","LF","hete","C FGC-FST 2019",20,"FGC","symp",9,43,2.54381738478174,-0.826589749127189,0.562804927695068,"2019 hete LF FGC-FST C","LF-HF","2019 LF-HF FGC-FST C",NA,NA
"133","X135_LF_hete",187.771,0.922,172.295,0.25,0.556,0.05,"135","2019","03:01:00 PM","20/08/19","W","23.2","B","FGC-FST","LF","hete","B FGC-FST 2019",20,"FGC","symp",15,1,3.93135414011723,-0.704014724455968,-0.710185375623285,"2019 hete LF FGC-FST B","LF-HF","2019 LF-HF FGC-FST B",NA,NA
"134","X136_HF_homo",278.466,2.692,69.292,1.537,0.778,0.00861887,"136","2019","10:18:00 AM","21/08/19","W","23.2","A","FST","HF","homo","A FST 2019",20,"FST","symp",10,18,2.69653369433124,-0.902585284349861,0.430511096808295,"2019 homo HF FST A","HF","2019 HF FST A","2019-07-07",45
"135","X137_HF_homo",196.288,1.696,95.234,1.099,0.611,0.05,"137","2019","10:40:00 AM","21/08/19","W","23.4","A","FST","HF","homo","A FST 2019",20,"FST","symp",10,40,2.79252680319093,-0.939692620785908,0.342020143325669,"2019 homo HF FST A","HF","2019 HF FST A","2019-07-07",45
"137","X139_HF_hete",289.958,0.608,52.989,3.471,0.111,0.005,"139","2019","11:34:00 AM","21/08/19","W","23.3","A","FGC-FST","HF","hete","A FGC-FST 2019",20,"FST","symp",11,34,3.02814625221016,-0.993571855676587,0.113203213767907,"2019 hete HF FGC-FST A","LF-HF","2019 LF-HF FGC-FST A",NA,NA
"138","X140_LF_hete",175.684,1.761,55.369,3.364,0.333,0.005,"140","2019","11:52:00 AM","21/08/19","W","23.3","A","FST-FST","LF","hete","A FST-FST 2019",20,"FST","symp",11,52,3.10668606854991,-0.999390827019096,0.0348994967025007,"2019 hete LF FST-FST A","LF-HF","2019 LF-HF FST-FST A",NA,NA
"139","X141_LF_hete",178.54,3.326,59.092,1.482,0.889,0.005,"141","2019","12:08:00 PM","21/08/19","W","23.2","A","FST-FST","LF","hete","A FST-FST 2019",20,"FST","symp",12,8,3.17649923862968,-0.999390827019096,-0.0348994967025004,"2019 hete LF FST-FST A","LF-HF","2019 LF-HF FST-FST A",NA,NA
"140","X142_LF_hete",185.085,0.882,88.043,1.483,0.278,0.05,"142","2019","10:34:00 AM","22/08/19","R","23.4","B","FST-FST","LF","hete","B FST-FST 2019",20,"FST","symp",10,34,2.76634686441101,-0.930417567982024,0.366501226724298,"2019 hete LF FST-FST B","LF-HF","2019 LF-HF FST-FST B",NA,NA
"141","X143_LF_hete",199.807,0.59,80.053,1.846,0.167,0.05,"143","2019","10:47:00 AM","23/08/19","R","23.4","C","FGC-FST","LF","hete","C FGC-FST 2019",20,"FGC","symp",10,47,2.82307006510083,-0.949699126201877,0.31316380648375,"2019 hete LF FGC-FST C","LF-HF","2019 LF-HF FGC-FST C",NA,NA
"142","X145_HF_hete",320.966,0.194,80.597,1.831,0.056,0.05,"145","2019","11:23:00 AM","26/08/19","R","23.1","A","FST-FST","HF","hete","A FST-FST 2019",20,"FST","symp",11,23,2.98014969778032,-0.986996366560232,0.160742565603826,"2019 hete HF FST-FST A","LF-HF","2019 LF-HF FST-FST A",NA,NA
"143","X146_LF_hete",170.448,3.359,76.262,2.014,0.889,0.008337663,"146","2019","10:23:00 AM","27/08/19","R","23.3","B","BOG-FST","LF","hete","B BOG-FST 2019",20,"BOG","allo",10,23,2.71835030998117,-0.911762043577089,0.410718852613477,"2019 hete LF BOG-FST B","LF-HF","2019 LF-HF BOG-FST B",NA,NA
"144","X147_LF_hete",179.118,3.338,58.412,3.123,0.667,0.005,"147","2019","10:40:00 AM","27/08/19","R","23.3","B","BOG-FST","LF","hete","B BOG-FST 2019",20,"BOG","allo",10,40,2.79252680319093,-0.939692620785908,0.342020143325669,"2019 hete LF BOG-FST B","LF-HF","2019 LF-HF BOG-FST B",NA,NA
"145","X148_LF_hete",179.118,3.338,58.412,3.123,0.667,0.005,"148","2019","11:05:00 AM","29/08/19","R","23.3","B","FST-FST","LF","hete","B FST-FST 2019",20,"FST","symp",11,5,2.90160988144057,-0.971342069813261,0.237685892326173,"2019 hete LF FST-FST B","LF-HF","2019 LF-HF FST-FST B",NA,NA
"146","X149_HF_hete",297.863,2.666,93.432,1.109,1,0.006565031,"149","2019","01:20:00 PM","03/09/19","R","23.4","A","FST-FST","HF","hete","A FST-FST 2019",20,"FST","symp",13,20,3.49065850398866,-0.939692620785908,-0.342020143325669,"2019 hete HF FST-FST A","LF-HF","2019 LF-HF FST-FST A",NA,NA
"147","X150_HF_hete",291.097,3.816,124.474,0.664,1.722,0.0193478,"150","2019","11:26:00 AM","04/09/19","R","23.4","B","FGC-FST","HF","hete","B FGC-FST 2019",20,"FST","symp",11,26,2.99323966717028,-0.989015863361917,0.14780941112961,"2019 hete HF FGC-FST B","LF-HF","2019 LF-HF FGC-FST B",NA,NA
"148","X151_LF_hete",178.285,3.97,79.611,1.552,1.167,0.005,"151","2019","09:01:00 AM","05/09/19","R","23.4","B","BOG-FST","LF","hete","B BOG-FST 2019",20,"BOG","allo",9,1,2.36055781332233,-0.710185375623285,0.704014724455968,"2019 hete LF BOG-FST B","LF-HF","2019 LF-HF BOG-FST B",NA,NA
"149","X152_LF_homo",162.679,1.763,72.522,2.166,0.444,0.01817277,"152","2019","09:46:00 AM","05/09/19","W","23.3","B","FGC","LF","homo","B FGC 2019",20,"FGC","symp",9,46,2.55690735417169,-0.833885822067168,0.551936985312058,"2019 homo LF FGC B","LF","2019 LF FGC B","2019-07-13",54
"150","X153_HF_homo",308.165,0.961,100.708,1.342,0.333,0.05,"153","2019","10:01:00 AM","05/09/19","W","23.2","B","FGC","HF","homo","B FGC 2019",20,"FGC","symp",10,1,2.62235720112148,-0.868198814489142,0.496216503675208,"2019 homo HF FGC B","HF","2019 HF FGC B","2019-07-15",52
"151","X154_LF_homo",181.107,3.076,58.242,3.153,0.611,0.005,"154","2019","10:30:00 AM","05/09/19","W","23","B","BOG","LF","homo","B BOG 2019",20,"BOG","allo",10,30,2.74889357189107,-0.923879532511287,0.38268343236509,"2019 homo LF BOG B","LF","2019 LF BOG B","2019-07-15",52
"152","X155_LF_homo",188.043,3.047,63.393,2.195,0.722,0.005,"155","2019","11:43:00 AM","09/09/19","R","23.2","B","FGC","LF","homo","B FGC 2019",20,"FGC","symp",11,43,3.06741616038003,-0.997250185099486,0.0741084901953992,"2019 homo LF FGC B","LF","2019 LF FGC B","2019-07-13",58
"153","X156_LF_homo",199.467,3.956,74.902,1.95,1.056,0.005,"156","2019","12:09:00 PM","09/09/19","R","23","B","BOG","LF","homo","B BOG 2019",20,"BOG","allo",12,9,3.18086256175967,-0.999229036240723,-0.0392598157590687,"2019 homo LF BOG B","LF","2019 LF BOG B","2019-07-15",56
"154","X157_LF_homo",160.214,3.999,122.604,1.003,1.611,0.005,"157","2019","01:05:00 PM","10/09/19","W","23.2","A","FGC","LF","homo","A FGC 2019",20,"FGC","symp",13,5,3.42520865703887,-0.960049854385929,-0.279829014030992,"2019 homo LF FGC A","LF","2019 LF FGC A","2019-07-12",60
"155","X158_LF_hete",174.834,0.887,70.958,2.18,0.222,0.02842651,"158","2019","01:20:00 PM","10/09/19","W","23.2","A","BOG-FST","LF","hete","A BOG-FST 2019",20,"BOG","allo",13,20,3.49065850398866,-0.939692620785908,-0.342020143325669,"2019 hete LF BOG-FST A","LF-HF","2019 LF-HF BOG-FST A",NA,NA
"156","X159_HF_homo",301.96,3.411,60.656,2.798,0.722,0.005,"159","2020","10:53:00 AM","07/08/20","W","25.3","A","FGC","HF","homo","A FGC 2020",6,"FGC","symp",10,53,2.84925000388074,-0.957571360804814,0.288196268134089,"2020 homo HF FGC A","HF","2020 HF FGC A","2020-07-07",31
"157","X160_HF_homo",308.233,2.701,90.117,1.626,0.833,0.01488127,"160","2020","11:40:00 AM","07/08/20","R","25.4","A","FGC","HF","homo","A FGC 2020",6,"FGC","symp",11,40,3.05432619099008,-0.996194698091746,0.0871557427476582,"2020 homo HF FGC A","HF","2020 HF FGC A","2020-07-07",31
"158","X161_HF_homo",301.552,0.935,102.153,0.803,0.389,0.05,"161","2020","11:54:00 AM","07/08/20","W","25.3","A","FGC","HF","homo","A FGC 2020",6,"FGC","symp",11,54,3.11541271480988,-0.999657324975557,0.0261769483078734,"2020 homo HF FGC A","HF","2020 HF FGC A","2020-07-07",31
"159","X162_LF_homo",189.556,2.394,55.522,3.526,0.444,0.005,"162","2020","12:31:00 PM","07/08/20","R","25.4","A","BOG","LF","homo","A BOG 2020",6,"BOG","allo",12,31,3.27685567061935,-0.990865897386882,-0.134850930273723,"2020 homo LF BOG A","LF","2020 LF BOG A","2020-07-07",31
"160","X163_LF_homo",181.702,3.439,108.715,0.384,1.667,0.02870255,"163","2020","12:53:00 PM","07/08/20","W","25.3","A","BOG","LF","homo","A BOG 2020",6,"BOG","allo",12,53,3.37284877947904,-0.973379258460448,-0.229200390922414,"2020 homo LF BOG A","LF","2020 LF BOG A","2020-07-07",31
"161","X164_LF_homo",181.481,2.753,59.177,2.411,0.611,0.005,"164","2020","01:17:00 PM","07/08/20","W","25.4","A","BOG","LF","homo","A BOG 2020",6,"BOG","allo",13,17,3.4775685345987,-0.944089020392784,-0.329690645262787,"2020 homo LF BOG A","LF","2020 LF BOG A","2020-07-07",31
"162","X165_LF_homo",154.349,3.476,115.345,1.249,1.333,0.03296894,"165","2020","01:37:00 PM","07/08/20","R","25.6","A","BOG","LF","homo","A BOG 2020",6,"BOG","allo",13,37,3.56483499719842,-0.911762043577089,-0.410718852613477,"2020 homo LF BOG A","LF","2020 LF BOG A","2020-07-07",31
"163","X166_LF_homo",204.618,1.413,56.474,1.969,0.333,0.005,"166","2020","01:50:00 PM","07/08/20","R","25.4","A","BOG","LF","homo","A BOG 2020",6,"BOG","allo",13,50,3.62155819788823,-0.887010833178222,-0.461748613235034,"2020 homo LF BOG A","LF","2020 LF BOG A","2020-07-07",31
"164","X167_LF_homo",210.109,1.217,52.904,3.478,0.222,0.005,"167","2020","02:22:00 PM","07/08/20","R","25.4","B","FGC","LF","homo","B FGC 2020",6,"FGC","symp",14,22,3.76118453804778,-0.814115518356319,-0.58070295571094,"2020 homo LF FGC B","LF","2020 LF FGC B","2020-07-07",31
"165","X168_LF_homo",214.716,2.517,56.882,3.063,0.5,0.005,"168","2020","03:06:00 PM","07/08/20","W","25.4","B","FGC","LF","homo","B FGC 2020",6,"FGC","symp",15,6,3.95317075576716,-0.688354575693754,-0.725374371012287,"2020 homo LF FGC B","LF","2020 LF FGC B","2020-07-07",31
"166","X169_LF_homo",175.667,3.086,82.093,1.203,1,0.01428094,"169","2020","03:18:00 PM","07/08/20","R","25.4","B","FGC","LF","homo","B FGC 2020",6,"FGC","symp",15,18,4.00553063332699,-0.649448048330183,-0.760405965600031,"2020 homo LF FGC B","LF","2020 LF FGC B","2020-07-07",31
"167","X170_LF_homo",183.878,3.579,63.002,2.752,0.778,0.005,"170","2020","03:52:00 PM","07/08/20","R","25.5","B","FGC","LF","homo","B FGC 2020",6,"FGC","symp",15,52,4.1538836197465,-0.529919264233205,-0.848048096156426,"2020 homo LF FGC B","LF","2020 LF FGC B","2020-07-07",31
"168","X171_LF_homo",188.706,0.595,56.083,0.852,0.222,0.005,"171","2020","09:07:00 AM","08/08/20","R","25.9","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",9,7,2.38673775210225,-0.7283709698824,0.685182990326359,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"169","X172_LF_homo",171.162,2.173,52.819,3.667,0.389,0.005,"172","2020","09:24:00 AM","08/08/20","W","25.8","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",9,24,2.460914245312,-0.777145961456971,0.629320391049837,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"170","X173_LF_homo",179.373,2.179,58.599,2.979,0.444,0.005,"173","2020","09:41:00 AM","08/08/20","R","25.4","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",9,41,2.53509073852176,-0.821646937942164,0.569996762596303,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"171","X174_LF_homo",192.327,3.71,64.923,2.177,0.889,0.005,"174","2020","09:56:00 AM","08/08/20","W","25.3","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",9,56,2.60054058547155,-0.857167300702112,0.515038074910054,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"172","X175_LF_homo",195.013,3.86,95.727,1.395,1.278,0.008458835,"175","2020","10:38:00 AM","08/08/20","W","25.3","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",10,38,2.78380015693096,-0.936672189248397,0.350207381259468,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"173","X176_LF_homo",179.118,0.834,58.412,3.123,0.167,0.005,"176","2020","11:05:00 AM","08/08/20","W","25.5","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",11,5,2.90160988144057,-0.971342069813261,0.237685892326173,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"174","X177_LF_homo",174.256,2.333,55.454,1.88,0.556,0.005,"177","2020","11:23:00 AM","08/08/20","W","25.3","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",11,23,2.98014969778032,-0.986996366560232,0.160742565603826,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"175","X178_LF_homo",187.652,2.101,55.352,3.542,0.389,0.005,"178","2020","11:36:00 AM","08/08/20","R","25.3","D","BOG","LF","homo","D BOG 2020",6,"BOG","allo",11,36,3.03687289847013,-0.994521895368273,0.104528463267654,"2020 homo LF BOG D","LF","2020 LF BOG D","2020-07-04",35
"176","X179_HF_homo",337.813,0.665,97.716,1.413,0.222,0.05,"179","2020","11:29:00 AM","10/08/20","W","25.3","A","FST","HF","homo","A FST 2020",6,"FST","symp",11,29,3.00632963656023,-0.990865897386882,0.134850930273723,"2020 homo HF FST A","HF","2020 HF FST A","2020-07-05",36
